strain	accession	date	country
A/Canterbury/310/2004	CY008244	2004-10-06	New Zealand
A/Canterbury/311/2004	CY007563	2004-10-07	New Zealand
A/Canterbury/312/2004	CY008252	2004-10-10	New Zealand
A/Canterbury/313/2004	CY007571	2004-10-12	New Zealand
A/Canterbury/315/2004	CY007579	2004-09-28	New Zealand
A/Canterbury/33/2002	CY007891	2002-06-20	New Zealand
A/Canterbury/33/2005	CY007963	2005-06-01	New Zealand
A/Canterbury/34/2002	CY007899	2002-06-18	New Zealand
A/Canterbury/38/2000	CY008484	2000-08-27	New Zealand
A/Canterbury/382/2003	CY006923	2003-07-14	New Zealand
A/Canterbury/386/2003	CY006939	2003-07-16	New Zealand
A/Canterbury/391/2003	CY006963	2003-08-19	New Zealand
A/Canterbury/392/2003	CY006971	2003-08-17	New Zealand
A/Canterbury/395/2003	CY006995	2003-07-26	New Zealand
A/Canterbury/397/2003	CY007003	2003-08-18	New Zealand
A/Canterbury/398/2003	CY007011	2003-08-14	New Zealand
A/Canterbury/399/2003	CY007019	2003-07-05	New Zealand
A/Canterbury/400/2003	CY009020	2003-07-05	New Zealand
A/Canterbury/401/2003	CY007027	2003-07-05	New Zealand
A/Canterbury/408/2003	CY007067	2003-07-05	New Zealand
A/Canterbury/409/2003	CY007819	2003-07-06	New Zealand
A/Canterbury/410/2003	CY007075	2003-07-06	New Zealand
A/Canterbury/411/2003	CY007083	2003-07-15	New Zealand
A/Canterbury/423/2003	CY007131	2003-07-14	New Zealand
A/Canterbury/425/2003	CY008540	2003-07-15	New Zealand
A/Canterbury/426/2003	CY008548	2003-07-15	New Zealand
A/Canterbury/428/2003	CY007155	2003-07-16	New Zealand
A/Canterbury/429/2003	CY007827	2003-07-17	New Zealand
A/Canterbury/43/2001	CY009572	2001-07-11	New Zealand
A/Canterbury/430/2003	CY007163	2003-07-28	New Zealand
A/Canterbury/432/2003	CY008196	2003-07-18	New Zealand
A/Canterbury/435/2003	CY007195	2003-07-16	New Zealand
A/Canterbury/437/2003	CY007211	2003-07-16	New Zealand
A/Canterbury/438/2003	CY007219	2003-07-16	New Zealand
A/Canterbury/439/2003	CY007227	2003-07-17	New Zealand
A/Canterbury/441/2003	CY007243	2003-08-05	New Zealand
A/Canterbury/442/2003	CY007251	2003-08-15	New Zealand
A/Canterbury/443/2003	CY007259	2003-08-17	New Zealand
A/Canterbury/444/2003	CY007267	2003-08-17	New Zealand
A/Canterbury/50/2000	CY019981	2000-08-02	New Zealand
A/Canterbury/50/2001	CY009580	2001-07-12	New Zealand
A/Canterbury/53/2002	CY007723	2002-06-10	New Zealand
A/Canterbury/55/2000	CY009132	2000-08-10	New Zealand
A/Canterbury/56/2000	CY008748	2000-09-04	New Zealand
A/Canterbury/56/2002	CY007731	2002-06-25	New Zealand
A/Canterbury/57/2002	CY008035	2002-06-27	New Zealand
A/Canterbury/58/2002	CY007923	2002-06-25	New Zealand
A/Canterbury/59/2002	CY007739	2002-07-02	New Zealand
A/Canterbury/60/2002	CY008292	2002-06-30	New Zealand
A/Canterbury/61/2000	CY009164	2000-09-06	New Zealand
A/Canterbury/61/2002	CY008300	2002-06-30	New Zealand
A/Canterbury/62/2000	CY011064	2000-09-04	New Zealand
A/Canterbury/62/2002	CY008308	2002-07-01	New Zealand
A/Canterbury/64/2000	CY009140	2000-09-06	New Zealand
A/Canterbury/64/2002	CY008316	2002-07-02	New Zealand
A/Canterbury/66/2000	CY008764	2000-09-09	New Zealand
A/Canterbury/66/2002	CY007931	2002-06-28	New Zealand
A/Canterbury/67/2000	CY009156	2000-09-08	New Zealand
A/Canterbury/68/2002	CY007747	2002-07-05	New Zealand
A/Canterbury/69/2002	CY007755	2002-07-06	New Zealand
A/Canterbury/70/2002	CY008324	2002-07-06	New Zealand
A/Canterbury/71/2000	CY008772	2000-09-14	New Zealand
A/Canterbury/72/2002	CY007939	2002-07-06	New Zealand
A/Canterbury/73/2000	CY008492	2000-09-15	New Zealand
A/Canterbury/75/2000	CY016403	2000-09-14	New Zealand
A/Canterbury/75/2002	CY007763	2002-07-11	New Zealand
A/Canterbury/76/2002	CY008332	2002-07-08	New Zealand
A/Canterbury/79/2002	CY007947	2002-07-09	New Zealand
A/Canterbury/80/2002	CY007771	2002-07-11	New Zealand
A/Canterbury/81/2000	CY008788	2000-09-21	New Zealand
A/Canterbury/81/2002	CY007779	2002-07-09	New Zealand
A/Canterbury/85/2000	CY008804	2000-09-22	New Zealand
A/Canterbury/87/2000	CY009076	2000-08-31	New Zealand
A/Canterbury/88/2000	CY008500	2000-10-02	New Zealand
A/Canterbury/89/2000	CY008820	2000-10-03	New Zealand
A/Canterbury/90/2000	CY008860	2000-10-07	New Zealand
A/Canterbury/92/2000	CY009092	2000-10-12	New Zealand
A/Canterbury/93/2000	CY008828	2000-10-16	New Zealand
A/Canterbury/94/2000	CY009388	2000-10-20	New Zealand
A/Canterbury/96/2000	CY009084	2000-10-25	New Zealand
A/Canterbury/97/2000	CY012432	2000-10-25	New Zealand
A/Canterbury/99/2000	CY008508	2000-10-27	New Zealand
A/Cheongju/H380/2007	FJ009466	2007-09-19	South Korea
A/Cheongju/H383/2007	FJ009467	2007-10-10	South Korea
A/Cheongju/H397/2008	FJ009471	2008-01-10	South Korea
A/Cheongju/H398/2008	FJ009472	2008-01-11	South Korea
A/Cheongju/H412/2008	FJ009475	2008-02-19	South Korea
A/Cheongju/H471/2008	FJ009476	2008-02-28	South Korea
A/Cheongju/H473/2008	FJ009477	2008-04-15	South Korea
A/Christchurch/10/2004	CY002905	2004-07-20	New Zealand
A/Christchurch/13/2004	CY002906	2004-07-20	New Zealand
A/Christchurch/14/2004	CY002922	2004-08-07	New Zealand
A/Christchurch/15/2004	CY002914	2004-08-12	New Zealand
A/Christchurch/184/2004	CY002946	2004-09-22	New Zealand
A/Christchurch/297/2004	CY002962	2004-10-13	New Zealand
A/Christchurch/339/2004	CY002904	2004-10-24	New Zealand
A/Christchurch/89/2004	CY002930	2004-09-03	New Zealand
A/Christchurch/90/2004	CY002938	2004-09-07	New Zealand
A/Colombo/159/2003	KC197823	2003-12-12	Sri Lanka
A/Colombo/166/2003	KC197824	2003-12-29	Sri Lanka
A/Colombo/190/2003	KC197825	2003-12-31	Sri Lanka
A/Colorado/01/2009	GQ385864	2009-01-01	USA
A/Colorado/01/2011	KC883212	2011-01-02	USA
A/Colorado/03/2007	EU199257	2007-01-09	USA
A/Colorado/03/2008	FJ549053	2008-10-15	USA
A/Colorado/03/2011	KC883264	2011-02-06	USA
A/Colorado/04/2007	EU199258	2007-01-17	USA
A/Colorado/04/2008	FJ686937	2008-10-29	USA
A/Colorado/05/2006	EU199255	2006-12-08	USA
A/Colorado/05/2009	GQ385838	2009-01-16	USA
A/Colorado/05/2010	KC882601	2010-11-23	USA
A/Colorado/05/2012	KC893078	2012-01-11	USA
A/Colorado/06/2009	GQ385815	2009-01-21	USA
A/Colorado/06/2011	KC882530	2011-03-25	USA
A/Colorado/07/2011	KC892190	2011-10-23	USA
A/Colorado/08/2012	KC892393	2012-02-01	USA
A/Colorado/09/2010	KC882570	2010-12-08	USA
A/Colorado/12/2008	GQ369814	2008-12-17	USA
A/Colorado/14/2007	EU516054	2007-02-06	USA
A/Colorado/15/2007	EU199343	2007-02-25	USA
A/Colorado/15/2008	GQ369815	2008-12-24	USA
A/Colorado/15/2011	KC892250	2011-11-08	USA
A/Colorado/15/2012	KC892691	2012-04-15	USA
A/Colorado/17/2011	KC892410	2011-11-22	USA
A/Colorado/28/2011	KC892769	2011-12-25	USA
A/Colorado/3005/2012	CY120890	2012-04-04	USA
A/Colorado/UR06_0023/2007	CY026147	2007-01-08	USA
A/Colorado/UR06_0024/2007	CY027547	2007-01-08	USA
A/Colorado/UR06_0206/2007	CY025349	2007-02-06	USA
A/Colorado/UR06_022/2007	CY027539	2007-01-08	USA
A/Colorado/UR06_0279/2007	CY026667	2007-02-14	USA
A/Colorado/UR06_0452/2007	CY030053	2007-02-28	USA
A/Colorado/UR06_0453/2007	CY025931	2007-02-27	USA
A/Colorado/UR06_0454/2007	CY026707	2007-02-26	USA
A/Colorado/UR06_0531/2007	CY025723	2007-03-06	USA
A/Colorado/UR06_0534/2007	CY027571	2007-03-07	USA
A/Colorado/UR06_0535/2007	CY026163	2007-03-07	USA
A/Colorado/UR06_0557/2007	CY025611	2007-03-08	USA
A/Colorado/UR06_0558/2007	CY026251	2007-03-07	USA
A/Colorado/WRAIR1246P/2009	CY093279	2009-05-01	USA
A/Connecticut/02/2011	KC883329	2011-01-07	USA
A/Connecticut/02/2012	KC892732	2012-01-22	USA
A/Connecticut/03/2011	KC882958	2011-02-06	USA
A/Connecticut/04/2010	KC535413	2010-03-17	USA
A/Connecticut/05/2010	KC883315	2010-11-24	USA
A/Connecticut/05/2011	KC883121	2011-03-03	USA
A/Connecticut/07/2011	KC883152	2011-04-02	USA
A/Czech_Republic/114/2012	JX913067	2012-04-20	Czech Republic
A/Czech_Republic/120/2012	JX913027	2012-02-28	Czech Republic
A/Czech_Republic/121/2012	JX913035	2012-03-06	Czech Republic
A/Czech_Republic/126/2012	JX913059	2012-04-18	Czech Republic
A/Czech_Republic/130/2012	JX913011	2012-02-23	Czech Republic
A/Czech_Republic/132/2012	JX913074	2012-04-24	Czech Republic
A/Czech_Republic/20/2012	JX913003	2012-02-22	Czech Republic
A/Czech_Republic/76/2012	JX913043	2012-03-19	Czech Republic
A/Czech_Republic/98/2012	JX913051	2012-03-30	Czech Republic
A/DaNang/DN434/2008	CY104614	2008-11-11	Viet Nam
A/DaNang/DN446/2008	CY104622	2008-11-21	Viet Nam
A/DaNang/DN453/2008	CY105822	2008-11-26	Viet Nam
A/Dakar/WRAIR0011T/2009	CY069301	2009-06-29	Senegal
A/Dakar/WRAIR0013N/2009	CY093216	2009-07-29	Senegal
A/Delaware/01/2011	KC882924	2011-01-25	USA
A/Delaware/02/2011	KC882929	2011-01-25	USA
A/Delaware/03/2011	KC882923	2011-01-23	USA
A/Delaware/04/2010	KC535491	2010-08-17	USA
A/Delaware/04/2012	KC892616	2012-03-12	USA
A/Delaware/05/2011	KC883348	2011-02-08	USA
A/Delaware/06/2010	KC882830	2010-11-30	USA
A/Delaware/07/2012	KC892230	2012-04-21	USA
A/Delaware/09/2011	KC883104	2011-03-06	USA
A/Delaware/10/2011	KC883142	2011-04-11	USA
A/Delaware/11/2011	KC892523	2011-11-23	USA
A/Delaware/13/2007	EU516019	2007-03-17	USA
A/Delaware/13/2011	KC892776	2011-12-28	USA
A/Delware/WRAIR1240/2009	CY069517	2009-02-01	USA
A/Denmark/105/2010	HQ880599	2010-12-22	Denmark
A/Denmark/21/2011	JF327387	2011-01-17	Denmark
A/Denmark/22/2011	JF327386	2011-01-11	Denmark
A/District_Of_Columbia/01/2010	KC882867	2010-12-29	USA
A/District_Of_Columbia/02/2010	KC882891	2010-12-31	USA
A/District_Of_Columbia/02/2011	KC883320	2011-01-02	USA
A/District_Of_Columbia/03/2011	KC882977	2011-02-15	USA
A/District_of_Columbia/WRAIR0300/2010	CY093224	2010-11-17	USA
A/District_of_Columbia/WRAIR0301/2010	CY093232	2010-11-23	USA
A/District_of_Columbia/WRAIR1753P/2010	CY093383	2010-09-11	USA
A/Distrito_Federal/59753/2010	JN872405	2010-07-14	Brazil
A/Distrito_Federal/59766/2010	JN872406	2010-07-14	Brazil
A/Distrito_Federal/59877/2010	JN872407	2010-07-14	Brazil
A/Distrito_Federal/86727/2010	JN872408	2010-10-01	Brazil
A/Distrito_Federal/93487/2010	JN872409	2010-10-09	Brazil
A/Djibouti/N04775/2009	CY062331	2009-05-01	Djibouti
A/Djibouti/N04787/2009	CY062333	2009-05-01	Djibouti
A/Dunedin/1/2000	CY012616	2000-01-21	New Zealand
A/Dunedin/1/2002	CY015548	2002-06-07	New Zealand
A/Dunedin/10/2002	CY011400	2002-07-09	New Zealand
A/Dunedin/12/2002	CY013421	2002-07-23	New Zealand
A/Dunedin/14/2002	CY011656	2002-08-01	New Zealand
A/Dunedin/18/2002	CY013104	2002-08-12	New Zealand
A/Dunedin/3/2000	CY013375	2000-02-21	New Zealand
A/Dunedin/3/2002	CY012640	2002-06-07	New Zealand
A/Dunedin/38/2003	CY013445	2003-08-02	New Zealand
A/Dunedin/8/2002	CY012008	2002-07-01	New Zealand
A/Dunedin/9/2002	CY012000	2002-07-09	New Zealand
A/Egypt/N04877/2009	CY062334	2009-05-01	Egypt
A/Egypt/N08906/2009	CY062335	2009-07-01	Egypt
A/Egypt/N08920/2009	CY062336	2009-07-01	Egypt
A/Egypt/N11008/2009	CY062337	2009-09-01	Egypt
A/Egypt/N11352/2009	CY062338	2009-10-01	Egypt
A/Egypt/N11354/2009	CY062339	2009-10-01	Egypt
A/Egypt/N11360/2009	CY062340	2009-10-01	Egypt
A/Egypt/N11362/2009	CY062341	2009-10-01	Egypt
A/Egypt/N11368/2009	CY062342	2009-10-01	Egypt
A/Egypt/N11380/2009	CY062343	2009-10-01	Egypt
A/Egypt/N11396/2009	CY062344	2009-10-01	Egypt
A/Egypt/N11830/2009	CY062345	2009-11-01	Egypt
A/Egypt/N12479/2009	CY062346	2009-12-01	Egypt
A/Egypt/N13417/2009	CY062349	2009-12-01	Egypt
A/Egypt/N13578/2009	CY062350	2009-12-01	Egypt
A/Egypt/N13654/2009	CY062351	2009-12-01	Egypt
A/Egypt/N13658/2009	CY062352	2009-12-01	Egypt
A/Ekaterinburg/RII06/2012	JX978770	2012-03-20	Russia
A/Ekaterinburg/RII13/2012	KC488834	2012-04-15	Russia
A/Ekaterinburg/RII3/2012	KC488809	2012-02-29	Russia
A/England/215/2011	JX518887	2011-02-21	United Kingdom
A/England/4024313/2003	CY088475	2003-12-01	United Kingdom
A/England/419/2003	CY088014	2003-11-03	United Kingdom
A/England/425/2003	CY107074	2003-10-29	United Kingdom
A/England/430/2003	CY087976	2003-10-24	United Kingdom
A/England/431/2003	CY087982	2003-10-01	United Kingdom
A/England/438/2003	CY088038	2003-11-12	United Kingdom
A/England/442/2003	CY088022	2003-11-03	United Kingdom
A/England/445/2003	CY088054	2003-11-03	United Kingdom
A/England/446/2003	CY087998	2003-10-27	United Kingdom
A/England/460/2003	CY088086	2003-11-11	United Kingdom
A/England/467/2003	CY088118	2003-11-06	United Kingdom
A/England/470/2003	CY107098	2003-11-05	United Kingdom
A/England/475/2003	CY088110	2003-11-03	United Kingdom
A/England/479/2003	CY088182	2003-11-19	United Kingdom
A/England/484/2003	CY088262	2003-11-26	United Kingdom
A/England/485/2003	CY088318	2003-12-05	United Kingdom
A/England/487/2003	CY088278	2003-11-24	United Kingdom
A/England/491/2003	CY107146	2003-11-24	United Kingdom
A/England/492/2003	CY107138	2003-11-21	United Kingdom
A/England/493/2003	CY107154	2003-11-23	United Kingdom
A/England/508/2003	CY088326	2003-11-27	United Kingdom
A/England/516/2003	CY107114	2003-11-20	United Kingdom
A/England/518/2003	CY088206	2003-11-05	United Kingdom
A/England/520/2003	CY088222	2003-11-20	United Kingdom
A/England/522/2003	CY088390	2003-12-12	United Kingdom
A/England/525/2003	CY088254	2003-11-27	United Kingdom
A/England/528/2003	CY088310	2003-12-01	United Kingdom
A/England/532/2003	CY107170	2003-11-27	United Kingdom
A/England/534/2003	CY088374	2003-11-26	United Kingdom
A/England/539/2003	CY088174	2003-11-01	United Kingdom
A/England/547/2003	CY088406	2003-12-18	United Kingdom
A/England/552/2003	CY088414	2003-12-18	United Kingdom
A/England/558/2003	CY088366	2003-12-05	United Kingdom
A/England/567/2003	CY088350	2003-12-04	United Kingdom
A/England/568/2003	CY088334	2003-11-26	United Kingdom
A/England/584/2003	CY107178	2003-11-16	United Kingdom
A/England/585/2003	CY088270	2003-11-25	United Kingdom
A/England/587/2003	CY088422	2003-12-06	United Kingdom
A/England/592/2003	CY088449	2003-12-16	United Kingdom
A/England/593/2003	CY088457	2003-12-11	United Kingdom
A/England/602/2003	CY088465	2003-12-14	United Kingdom
A/England/642/2003	CY088070	2003-11-17	United Kingdom
A/England/740/2003	CY088062	2003-11-01	United Kingdom
A/England/754/2003	CY088078	2003-11-01	United Kingdom
A/England/786/2003	CY107106	2003-11-27	United Kingdom
A/England/787/2003	CY088214	2003-11-01	United Kingdom
A/England/788/2003	CY088238	2003-11-01	United Kingdom
A/England/789/2003	CY088246	2003-11-01	United Kingdom
A/England/805/2003	CY088358	2003-11-01	United Kingdom
A/England/909/2003	CY088398	2003-12-09	United Kingdom
A/England/917/2003	CY088430	2003-12-02	United Kingdom
A/England/957/2003	CY088342	2003-11-28	United Kingdom
A/Florida/01/2007	EU100720	2007-01-09	USA
A/Florida/01/2009	GQ895034	2009-02-08	USA
A/Florida/02/2012	KC892790	2012-01-09	USA
A/Florida/04/2007	EU516073	2007-10-09	USA
A/Florida/05/2012	KC892482	2012-02-24	USA
A/Florida/07/2007	EU516077	2007-11-07	USA
A/Florida/07/2008	EU779510	2008-02-06	USA
A/Florida/07/2011	KC883350	2011-01-17	USA
A/Florida/07/2012	KC892934	2012-03-12	USA
A/Florida/08/2012	KC892860	2012-03-07	USA
A/Florida/09/2011	KC883362	2011-02-12	USA
A/Florida/09/2012	KC892856	2012-03-13	USA
A/Florida/10/2008	EU885501	2008-02-05	USA
A/Florida/10/2011	KC883000	2011-02-03	USA
A/Florida/11/2007	EU516210	2007-11-14	USA
A/Florida/11/2011	KC883367	2011-03-17	USA
A/Florida/12/2012	KC892174	2012-04-04	USA
A/Florida/13/2011	KC883054	2011-05-01	USA
A/Florida/14/2008	EU914859	2008-03-11	USA
A/Florida/17/2010	KC882657	2010-08-20	USA
A/Florida/18/2010	KC883275	2010-09-15	USA
A/Florida/19/2010	KC883253	2010-09-22	USA
A/Florida/20/2010	KC882583	2010-09-07	USA
A/Florida/21/2010	KC882690	2010-11-01	USA
A/Florida/21/2011	KC883179	2011-08-15	USA
A/Florida/24/2011	KC892899	2011-08-25	USA
A/Florida/25/2011	KC883449	2011-08-22	USA
A/Florida/26/2009	KC535396	2009-11-01	USA
A/Florida/27/2010	KC882692	2010-10-30	USA
A/Florida/29/2011	KC892260	2011-10-20	USA
A/Florida/43/2010	KC882724	2010-12-29	USA
A/Florida/46/2010	KC882462	2010-12-10	USA
A/Florida/UR06_0150/2007	CY025755	2007-02-02	USA
A/Florida/UR06_0597/2007	CY025341	2007-03-14	USA
A/Florida/UR07_0021/2008	CY038799	2008-02-14	USA
A/Florida/UR07_0095/2008	CY041466	2008-02-26	USA
A/Florida/UR07_0101/2008	CY036983	2008-02-26	USA
A/Florida/UR07_0102/2008	CY037727	2008-02-26	USA
A/Florida/UR07_0146/2008	CY037623	2008-03-10	USA
A/Florida/UR07_0150/2008	CY038871	2008-03-10	USA
A/Florida/UR07_0154/2008	CY041474	2008-03-12	USA
A/Florida/WRAIR1241P/2009	CY093255	2009-05-01	USA
A/Geneva/A9509/1995	CY114189	1995-02-01	Switzerland
A/Genoa/1/2002	CY037343	2002-12-02	Italy
A/Genoa/14/2003	CY037351	2003-10-24	Italy
A/Georgia/01/2011	KC882568	2011-02-10	USA
A/Georgia/01/2012	KC893006	2012-01-15	USA
A/Georgia/02/2008	EU716476	2008-01-22	USA
A/Georgia/03/2011	KC883024	2011-03-15	USA
A/Georgia/04/2008	EU779532	2008-02-26	USA
A/Georgia/04/2012	KC892329	2012-02-06	USA
A/Georgia/05/2007	EU516030	2007-08-03	USA
A/Georgia/05/2011	KC883044	2011-04-12	USA
A/Georgia/05/2012	KC892564	2012-03-04	USA
A/Georgia/06/2007	EU516051	2007-08-08	USA
A/Georgia/06/2009	KC535458	2009-05-01	USA
A/Georgia/07/2007	EU516036	2007-08-16	USA
A/Georgia/07/2008	EU885505	2008-02-07	USA
A/Georgia/07/2009	GQ895019	2009-05-03	USA
A/Georgia/09/2011	KC892673	2011-11-22	USA
A/Georgia/15/2010	KC535470	2010-09-20	USA
A/Georgia/16/2010	KC882671	2010-09-18	USA
A/Georgia/17/2010	KC882681	2010-10-22	USA
A/Georgia/19/2010	KC882712	2010-11-24	USA
A/Georgia/24/2010	KC883302	2010-12-31	USA
A/Georgia/NHRC0001/1999	CY090885	1999-10-12	USA
A/Georgia/NHRC0001/2002	CY091109	2002-02-02	USA
A/Georgia/NHRC0001/2003	CY092209	2003-12-05	USA
A/Georgia/NHRC0001/2004	CY090973	2004-01-20	USA
A/Georgia/NHRC0001/2005	CY091125	2005-01-25	USA
A/Georgia/NHRC0001/2006	CY091141	2006-01-09	USA
A/Ghana/N04985/2009	CY062347	2009-04-01	Ghana
A/Ghom/1044/2012	KC865649	2012-01-19	Iran
A/Ghom/1082/2012	KC865651	2012-01-19	Iran
A/Ghom/719/2012	KC865613	2012-01-11	Iran
A/Goias/18068/2011	JN872412	2010-12-07	Brazil
A/Goias/18078/2011	JN872414	2011-01-11	Brazil
A/Guam/WRAIR1557P/2009	CY093335	2009-02-01	Guam
A/Guam/WRAIR1670P/2009	CY093367	2009-02-01	Guam
A/Guangdong/04/2007	CY091825	2007-03-08	China
A/Guangdong/1105/2009	CY091827	2009-09-04	China
A/Guangdong/15/2007	CY091829	2007-04-07	China
A/Guangdong/17/2007	CY091831	2007-04-10	China
A/Guangdong/30/2007	CY091833	2007-04-12	China
A/Guangdong/314/2008	CY091835	2008-07-14	China
A/Guangdong/322/2010	CY091837	2010-08-13	China
A/Guangdong/423/2009	CY091839	2009-04-05	China
A/Guangdong/429/2010	CY091841	2010-10-15	China
A/Guangdong/441/2010	CY091843	2010-09-20	China
A/Guangdong/460/2010	CY091845	2010-10-22	China
A/Guangdong/472/2009	CY091847	2009-05-07	China
A/Guangdong/522/2009	CY091849	2009-05-26	China
A/Guangdong/548/2008	CY091851	2008-10-22	China
A/Guangdong/560/2009	CY091853	2009-06-23	China
A/Guangdong/578/2008	CY091855	2008-09-27	China
A/Guangdong/93/2008	CY091857	2008-05-07	China
A/Guangdong/94/2011	CY099953	2011-03-09	China
A/HaNam/Q187/2007	CY105678	2007-03-20	Viet Nam
A/HaNoi/BM061/2007	CY104316	2007-03-22	Viet Nam
A/HaNoi/BM171/2007	CY105478	2007-07-11	Viet Nam
A/HaNoi/BM238/2007	CY105486	2007-09-12	Viet Nam
A/HaNoi/BM38/2007	CY105494	2007-02-09	Viet Nam
A/HaNoi/BM766/2003	CY105206	2003-06-16	Viet Nam
A/HaNoi/BM767/2003	CY105214	2003-06-16	Viet Nam
A/HaNoi/BT17/2007	CY104324	2007-01-22	Viet Nam
A/HaNoi/BT251/2007	CY105502	2007-07-26	Viet Nam
A/HaNoi/BT262/2007	CY104332	2007-08-03	Viet Nam
A/HaNoi/GS0737/2007	CY105510	2007-07-25	Viet Nam
A/HaNoi/GS0738/2007	CY105518	2007-07-27	Viet Nam
A/HaNoi/GS0740/2007	CY104340	2007-07-27	Viet Nam
A/HaNoi/HN30110/2004	CY104140	2004-01-30	Viet Nam
A/HaNoi/HN30127/2004	CY104156	2004-02-01	Viet Nam
A/HaNoi/HN30135/2004	CY105294	2004-02-04	Viet Nam
A/HaNoi/HN30136/2004	CY104164	2004-02-04	Viet Nam
A/HaNoi/HN30147/2004	CY105310	2004-02-05	Viet Nam
A/HaNoi/HN30240/2004	CY105318	2004-03-10	Viet Nam
A/HaNoi/HN3069/2004	CY105326	2004-01-18	Viet Nam
A/HaNoi/HN3094/2004	CY105334	2004-01-28	Viet Nam
A/HaNoi/HN695/2003	CY105254	2003-08-14	Viet Nam
A/HaNoi/ISBM16/2005	CY104212	2005-03-24	Viet Nam
A/HaNoi/N015/2007	CY104388	2007-01-10	Viet Nam
A/HaNoi/N027/2007	CY104396	2007-01-17	Viet Nam
A/HaNoi/N035/2007	CY105582	2007-01-22	Viet Nam
A/HaNoi/N062/2007	CY105590	2007-02-08	Viet Nam
A/HaNoi/N073/2007	CY105598	2007-03-06	Viet Nam
A/HaNoi/N078/2007	CY104412	2007-03-10	Viet Nam
A/HaNoi/N080/2007	CY105606	2007-03-10	Viet Nam
A/HaNoi/N210/2007	CY105614	2007-06-21	Viet Nam
A/HaNoi/N317/2007	CY105622	2007-10-17	Viet Nam
A/HaNoi/N71/2007	CY105630	2007-03-02	Viet Nam
A/HaNoi/Q011/2007	CY104420	2007-01-04	Viet Nam
A/HaNoi/Q031/2007	CY105638	2007-01-11	Viet Nam
A/HaNoi/Q039/2007	CY104428	2007-01-15	Viet Nam
A/HaNoi/Q071/2007	CY105646	2007-01-25	Viet Nam
A/HaNoi/Q094/2007	CY105654	2007-02-02	Viet Nam
A/HaNoi/Q097/2007	CY104436	2007-02-02	Viet Nam
A/HaNoi/Q099/2007	CY105662	2007-02-05	Viet Nam
A/HaNoi/Q118/2007	CY104444	2007-02-12	Viet Nam
A/HaNoi/Q148/2007	CY105670	2007-03-06	Viet Nam
A/HaNoi/Q163/2007	CY104452	2007-03-12	Viet Nam
A/HaNoi/Q220/2007	CY105686	2007-03-30	Viet Nam
A/HaNoi/Q372/2005	CY104260	2005-06-30	Viet Nam
A/HaNoi/Q427/2005	CY104268	2005-07-22	Viet Nam
A/HaNoi/Q430/2007	CY104460	2007-06-18	Viet Nam
A/HaNoi/Q464/2007	CY105694	2007-06-29	Viet Nam
A/HaNoi/Q492/2007	CY105702	2007-07-10	Viet Nam
A/HaNoi/Q499/2007	CY105710	2007-07-12	Viet Nam
A/HaNoi/Q545/2007	CY105718	2007-07-27	Viet Nam
A/HaNoi/Q578/2007	CY105726	2007-08-08	Viet Nam
A/HaNoi/Q582/2007	CY104476	2007-08-09	Viet Nam
A/HaNoi/Q638/2007	CY105734	2007-08-29	Viet Nam
A/HaNoi/Q656/2007	CY105742	2007-09-05	Viet Nam
A/HaNoi/Q664/2007	CY104484	2007-09-07	Viet Nam
A/HaNoi/Q672/2007	CY104492	2007-09-11	Viet Nam
A/HaNoi/Q748/2007	CY104500	2007-10-08	Viet Nam
A/HaNoi/Q769/2007	CY105750	2007-10-15	Viet Nam
A/HaNoi/Q924/2007	CY105814	2007-12-05	Viet Nam
A/HaNoi/TX019/2007	CY105774	2007-01-10	Viet Nam
A/HaNoi/TX022/2007	CY105782	2007-01-12	Viet Nam
