strain	virus	accession	date	region	country	division	location	passage	age	gender	originating_lab	submitting_lab
A/Shanxi/2/1995	flu	EPI360600	1995-12-01	china	china	shanxi	shanxi	undetermined	?	?	?	Other Database Import
A/Shanxi/5/1995	flu	EPI360601	1995-12-01	china	china	shanxi	shanxi	undetermined	?	?	?	Other Database Import
A/Shanxi/28/1995	flu	EPI360602	1995-12-01	china	china	shanxi	shanxi	undetermined	?	?	?	Other Database Import
A/Netherlands/271/1995	flu	EPI362801	1995-12-02	europe	netherlands	netherlands	netherlands	cell	?	?	?	Other Database Import
A/NewYork/634/1995	flu	EPI32976	1995-12-08	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/628/1995	flu	EPI32938	1995-12-12	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/648/1995	flu	EPI33033	1995-12-14	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/609/1995	flu	EPI32767	1995-12-18	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/610/1995	flu	EPI32786	1995-12-18	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/639/1995	flu	EPI36422	1995-12-18	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/612/1995	flu	EPI32824	1995-12-19	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/647/1995	flu	EPI35472	1995-12-27	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/611/1995	flu	EPI32805	1995-12-28	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/618/1995	flu	EPI32862	1995-12-28	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/623/1995	flu	EPI33185	1995-12-29	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/641/1996	flu	EPI34655	1996-01-03	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Cnic/35/1996	flu	EPI3773	1996-01-04	china	china	china	cnic	undetermined	?	?	?	Other Database Import
A/Cnic/18/1996	flu	EPI360618	1996-01-04	china	china	china	cnic	undetermined	?	?	?	Other Database Import
A/NewYork/622/1996	flu	EPI32900	1996-01-08	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Shandong/7/1996	flu	EPI360636	1996-01-08	china	china	shandong	shandong	undetermined	?	?	?	Other Database Import
A/Shandong/22/1996	flu	EPI360638	1996-01-08	china	china	shandong	shandong	undetermined	?	?	?	Other Database Import
A/NewYork/613/1996	flu	EPI32843	1996-01-10	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/619/1996	flu	EPI32881	1996-01-10	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Guangxi/127/1996	flu	EPI360628	1996-01-13	china	china	guangxi	guangxi	undetermined	?	?	?	Other Database Import
A/Shandong/10/1996	flu	EPI360637	1996-01-14	china	china	shandong	shandong	undetermined	?	?	?	Other Database Import
A/NewYork/625/1996	flu	EPI32919	1996-01-15	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/637/1996	flu	EPI32995	1996-01-17	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/635/1996	flu	EPI34617	1996-01-18	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/636/1996	flu	EPI34636	1996-01-22	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Guangxi/125/1996	flu	EPI360627	1996-01-26	china	china	guangxi	guangxi	undetermined	?	?	?	Other Database Import
A/Guangxi/126/1996	flu	EPI360626	1996-01-26	china	china	guangxi	guangxi	undetermined	?	?	?	Other Database Import
A/Wuhan/30/1996	flu	EPI360649	1996-01-31	china	china	hubei	wuhan	undetermined	?	?	?	Other Database Import
A/Singapore/1/1996	flu	EPI362827	1996-02-12	southeast_asia	singapore	singapore	singapore	cell	?	?	?	Other Database Import
A/NewYork/624/1996	flu	EPI34579	1996-02-16	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/632/1996	flu	EPI34598	1996-03-01	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/HongKong/42/1996	flu	EPI366985	1996-03-04	china	hong_kong	hong_kong	hong_kong	cell	?	?	?	Other Database Import
A/Shanghai/5/1996	flu	EPI360639	1996-03-15	china	china	shanghai	shanghai	undetermined	?	?	?	Other Database Import
A/NewYork/617/1996	flu	EPI32482	1996-03-19	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/652/1996	flu	EPI35491	1996-04-01	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/608/1996	flu	EPI32748	1996-04-01	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/631/1996	flu	EPI32957	1996-04-04	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Guangxi/9/1996	flu	EPI360625	1996-04-05	china	china	guangxi	guangxi	undetermined	?	?	?	Other Database Import
A/Guangzhou/9/1996	flu	EPI360629	1996-04-08	china	china	guangdong	guangzhou	undetermined	?	?	?	Other Database Import
A/Shanghai/9/1996	flu	EPI360640	1996-04-19	china	china	shanghai	shanghai	undetermined	?	?	?	Other Database Import
A/Shanghai/12/1996	flu	EPI360641	1996-04-22	china	china	shanghai	shanghai	undetermined	?	?	?	Other Database Import
A/Fujian/126/1996	flu	EPI360620	1996-05-01	china	china	fujian	fujian	undetermined	?	?	?	Other Database Import
A/Shenzhen/106/1996	flu	EPI360645	1996-05-12	china	china	guangdong	shenzhen	undetermined	?	?	?	Other Database Import
A/Fujian/152/1996	flu	EPI360622	1996-05-20	china	china	fujian	fujian	undetermined	?	?	?	Other Database Import
A/Malaysia/10081/1996	flu	EPI371719	1996-05-24	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Hainan/1/1996	flu	EPI360633	1996-05-27	china	china	hainan	hainan	undetermined	?	?	?	Other Database Import
A/Hainan/3/1996	flu	EPI360632	1996-05-27	china	china	hainan	hainan	undetermined	?	?	?	Other Database Import
A/Hainan/7/1996	flu	EPI360634	1996-05-27	china	china	hainan	hainan	undetermined	?	?	?	Other Database Import
A/Hainan/9/1996	flu	EPI360635	1996-05-27	china	china	hainan	hainan	undetermined	?	?	?	Other Database Import
A/Malaysia/10135/1996	flu	EPI371726	1996-05-30	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Guangzhou/44/1996	flu	EPI360612	1996-06-09	china	china	guangdong	guangzhou	undetermined	?	?	?	Other Database Import
A/Malaysia/10111/1996	flu	EPI373103	1996-06-19	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Malaysia/10360/1996	flu	EPI373111	1996-07-02	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Fujian/202/1996	flu	EPI360621	1996-07-02	china	china	fujian	fujian	undetermined	?	?	?	Other Database Import
A/Malaysia/10370/1996	flu	EPI373119	1996-07-03	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Wuhan/260/1996	flu	EPI360646	1996-07-17	china	china	hubei	wuhan	undetermined	?	?	?	Other Database Import
A/HongKong/357/1996	flu	EPI366993	1996-07-19	china	hong_kong	hong_kong	hong_kong	cell	?	?	?	Other Database Import
A/HongKong/358/1996	flu	EPI367001	1996-07-19	china	hong_kong	hong_kong	hong_kong	cell	?	?	?	Other Database Import
A/Shanghai/15/1996	flu	EPI360642	1996-07-25	china	china	shanghai	shanghai	undetermined	?	?	?	Other Database Import
A/Malaysia/10675/1996	flu	EPI371733	1996-08-26	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Malaysia/10717/1996	flu	EPI373135	1996-09-02	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Malaysia/10807/1996	flu	EPI373127	1996-09-13	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Malaysia/10816/1996	flu	EPI371737	1996-09-16	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Malaysia/10879/1996	flu	EPI371743	1996-09-25	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Malaysia/10877/1996	flu	EPI373143	1996-09-25	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/HongKong/434/1996	flu	EPI367009	1996-10-02	china	hong_kong	hong_kong	hong_kong	cell	?	?	?	Other Database Import
A/Malaysia/10970/1996	flu	EPI371750	1996-10-14	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Malaysia/10969/1996	flu	EPI373151	1996-10-14	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Malaysia/10997/1996	flu	EPI373159	1996-10-18	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Lyon/1781/1996	flu	EPI367017	1996-10-26	europe	france	auvergne_rhone_alpes	lyon	cell	?	?	?	Other Database Import
A/NewYork/563/1996	flu	EPI31266	1996-11-12	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/554/1996	flu	EPI37923	1996-11-12	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/587/1996	flu	EPI30582	1996-11-18	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/594/1996	flu	EPI31361	1996-11-18	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/556/1996	flu	EPI36384	1996-11-19	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/557/1996	flu	EPI34161	1996-11-21	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/559/1996	flu	EPI34180	1996-11-25	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/565/1996	flu	EPI30013	1996-12-02	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/582/1996	flu	EPI31304	1996-12-02	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/592/1996	flu	EPI31342	1996-12-04	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/580/1996	flu	EPI30506	1996-12-05	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/567/1996	flu	EPI31285	1996-12-05	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Scotland/38/1996	flu	EPI314865	1996-12-06	europe	united_kingdom	scotland	scotland	undetermined	?	?	?	Other Database Import
A/NewYork/593/1996	flu	EPI31038	1996-12-09	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/603/1996	flu	EPI32710	1996-12-09	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/601/1996	flu	EPI44157	1996-12-09	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/590/1996	flu	EPI30639	1996-12-10	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/568/1996	flu	EPI30449	1996-12-11	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/596/1996	flu	EPI31399	1996-12-12	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/572/1996	flu	EPI32653	1996-12-12	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/570/1996	flu	EPI30051	1996-12-12	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/574/1996	flu	EPI30468	1996-12-12	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/562/1996	flu	EPI31247	1996-12-13	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/599/1996	flu	EPI33876	1996-12-16	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Beijing/233/1996	flu	EPI360613	1996-12-17	china	china	beijing	beijing	undetermined	?	?	?	Other Database Import
A/NewYork/598/1996	flu	EPI36403	1996-12-17	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/575/1996	flu	EPI30089	1996-12-17	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/589/1996	flu	EPI30620	1996-12-18	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/571/1996	flu	EPI34541	1996-12-18	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/595/1996	flu	EPI31380	1996-12-18	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/591/1996	flu	EPI31323	1996-12-20	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/586/1996	flu	EPI30563	1996-12-21	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/561/1996	flu	EPI32691	1996-12-22	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/555/1996	flu	EPI33147	1996-12-23	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Beijing/259/1996	flu	EPI360616	1996-12-23	china	china	beijing	beijing	undetermined	?	?	?	Other Database Import
A/NewYork/573/1996	flu	EPI30070	1996-12-23	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/602/1996	flu	EPI33895	1996-12-23	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/600/1996	flu	EPI31418	1996-12-23	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Malaysia/11473/1996	flu	EPI373167	1996-12-24	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/NewYork/577/1996	flu	EPI34560	1996-12-24	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/578/1996	flu	EPI32672	1996-12-27	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/588/1996	flu	EPI30601	1996-12-28	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Nice/491/1997	flu	EPI362882	1996-12-30	europe	france	provence_alpes_cote_d_azur	nice	cell	?	?	?	Other Database Import
A/NewYork/584/1996	flu	EPI31019	1996-12-31	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Tianjin/64/1997	flu	EPI360664	1997-01-01	china	china	tianjin	tianjin	undetermined	?	?	?	Other Database Import
A/NewYork/564/1997	flu	EPI29994	1997-01-02	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/579/1997	flu	EPI30108	1997-01-02	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Scotland/39/1997	flu	EPI314868	1997-01-03	europe	united_kingdom	scotland	scotland	undetermined	?	?	?	Other Database Import
A/NewYork/569/1997	flu	EPI30032	1997-01-03	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/560/1997	flu	EPI29975	1997-01-06	north_america	usa	new_york	new_york	cell	88y	male	?	Other Database Import
A/Harbin/2/1997	flu	EPI360667	1997-01-06	china	china	heilongjiang	harbin	undetermined	?	?	?	Other Database Import
A/NewYork/576/1997	flu	EPI30487	1997-01-06	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Siena/1/1997	flu	EPI171181	1997-01-06	europe	italy	tuscany	siena	undetermined	?	?	?	Other Database Import
A/NewYork/558/1997	flu	EPI30411	1997-01-06	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/597/1997	flu	EPI30658	1997-01-06	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/Harbin/1/1997	flu	EPI360660	1997-01-07	china	china	heilongjiang	harbin	undetermined	?	?	?	Other Database Import
A/Tianjin/46/1997	flu	EPI360665	1997-01-07	china	china	tianjin	tianjin	undetermined	?	?	?	Other Database Import
A/Scotland/31/1997	flu	EPI314871	1997-01-12	europe	united_kingdom	scotland	scotland	undetermined	?	?	?	Other Database Import
A/Beijing/62/1997	flu	EPI6284	1997-01-15	china	china	beijing	beijing	undetermined	?	?	?	Other Database Import
A/Beijing/65/1997	flu	EPI360654	1997-01-15	china	china	beijing	beijing	undetermined	?	?	?	Other Database Import
A/NewYork/566/1997	flu	EPI30430	1997-01-17	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/581/1997	flu	EPI30525	1997-01-17	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/585/1997	flu	EPI30544	1997-01-22	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/NewYork/583/1997	flu	EPI30127	1997-03-01	north_america	usa	new_york	new_york	cell	?	?	?	Other Database Import
A/HongKong/CUHK4147/1997	flu	EPI161141	1997-03-10	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/Malaysia/12106/1997	flu	EPI373743	1997-03-14	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK4245/1997	flu	EPI161145	1997-03-14	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/Malaysia/12132/1997	flu	EPI373175	1997-03-18	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK4391/1997	flu	EPI161149	1997-03-22	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK4542/1997	flu	EPI161152	1997-04-02	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK4529/1997	flu	EPI161151	1997-04-02	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK4622/1997	flu	EPI161153	1997-04-08	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK4803/1997	flu	EPI161154	1997-04-17	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK12160/1997	flu	EPI160976	1997-05-10	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/Malaysia/12550/1997	flu	EPI373183	1997-05-10	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK12566/1997	flu	EPI160983	1997-06-02	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/Malaysia/12726/1997	flu	EPI373191	1997-06-02	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK12563/1997	flu	EPI160982	1997-06-02	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK12626/1997	flu	EPI160986	1997-06-03	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/Malaysia/12766/1997	flu	EPI373199	1997-06-06	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK12794/1997	flu	EPI160987	1997-06-11	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/Guangxi/341/1997	flu	EPI360658	1997-06-15	china	china	guangxi	guangxi	undetermined	?	?	?	Other Database Import
A/Malaysia/12904/1997	flu	EPI373207	1997-06-17	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/HongKong/CUHK20010/1997	flu	EPI161025	1997-06-19	china	hong_kong	hong_kong	hong_kong	undetermined	?	?	?	Other Database Import
A/Malaysia/12942/1997	flu	EPI373215	1997-06-20	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Malaysia/12974/1997	flu	EPI373223	1997-06-24	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
A/Malaysia/12990/1997	flu	EPI373231	1997-06-24	southeast_asia	malaysia	malaysia	malaysia	undetermined	?	?	?	Other Database Import
