strain	branch_length	cTiter	cTiterSub	cTiterSub_x	clade_membership	clock_length	country	country_entropy	dTiter	dTiterSub	date	delta_frequency	dms_star	ep	ep_x	lbi	mutation_length	ne	ne_star	numdate	raw_date	rb	region	region_entropy	is_terminal	timepoint	lineage	segment	frequency	naive	weighted_distance_to_future	weighted_distance_to_present	log2_distance_effect
A/Singapore/79/2006	0.00233592020725365	3.578805290270669	2.985836204020313	-8.629802960715343	9b04f13	0.00233592020725365	singapore	-1.000088900581841e-12	0	0.0	2006-09-27	0.3729892348083295	-0.16134586377594187	0.41212136658662496	-5.649016842363866	-0.08880008556144951	0.001756434587184783	10	-0.3416353281005056	2006.7419575633128	2006-09-28	6	southeast_asia	-1.000088900581841e-12	True	2006-10-01	h3n2	ha	0.45741400000000004	0.0	6.657879	2.295843	1.5360386637849484
A/Beijing/XICHENG1272/2006	0.0013020494195650073	3.1644048273435903	2.1410630926446386	-13.324051963375346	9b04f13	0.0013020494195650073	china	-1.000088900581841e-12	0	0.0	2006-12-11	-5.192188810193331	1.0493344003858314	1.8839833901102845	-6.607474140141063	-1.8986883998155484	1.351629300547404e-17	7	-1.29062235060191	2006.9445585215606	2006-12-11	6	china	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.00020299999999999997	0.0	8.791454000000003	8.23694	0.09399330959160906
A/Canada/309/2007	0.0024042835926247896	3.1644048273435903	2.1410630926446386	-13.324051963375346	9f68af2	0.0024042835926247896	canada	-1.000088900581841e-12	0	0.0	2007-01-25	1.3676153339529522	-0.07926584586666906	4.091776425395773	-3.8627389837974335	0.014942870183341112	0.003508333957640857	11	0.6073516944008986	2007.0684462696786	2007-01-25	6	north_america	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.015706	0.0	11.425064000000003	8.163962999999999	0.48486069783680563
A/Egypt/3707/2006	0.0013257124781828821	3.1644048273435903	2.1410630926446386	-13.324051963375346	98a3f76	0.0013257124781828821	egypt	-9.99866855976916e-13	0	0.0	2006-12-14	0.7542672474990016	-2.673580697641897	3.3558454136339435	-4.667130873409918	-0.6667696863031732	0.002340885163682173	10	-1.29062235060191	2006.952772073922	2006-12-14	6	africa	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.00029	0.0	8.895724	6.029090000000001	0.5611717619456715
A/Guangdong/4/2007	0.0018118158794536226	3.1644048273435903	2.1410630926446386	-13.324051963375346	3c0baec	0.0018118158794536226	china	-1.000088900581841e-12	0	0.0	2007-03-08	-1.1701297034762437	3.3123977513129232	4.827707437157604	-3.3044365983256725	0.8904848238253822	0.0058703792986381145	11	0.6073516944008986	2007.183436002737	2007-03-08	7	china	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.12272000000000001	0.0	7.870764999999999	8.97222	-0.18896113045299162
A/Guyane/13/2007	0.002865189971852964	3.1644048273435903	2.1410630926446386	-13.324051963375346	3c0baec	0.002865189971852964	french_guiana	-9.99866855976916e-13	0	0.0	2007-03-08	-1.1701297034762437	4.962792397131515	1.8839833901102845	-6.630146694708878	0.6079119426489463	0.0011696640987638464	9	-1.29062235060191	2007.1861738535247	2007-03-09	6	south_america	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.125918	0.0	2.8281420000000006	5.697730000000001	-1.0105326987003975
A/Gyeongnam/719/2006	0.0008056428218556897	3.1644048273435903	2.1410630926446386	-13.324051963375346	9f68af2	0.0008056428218556897	south_korea	-1.000088900581841e-12	0	0.0	2006-12-07	1.3676153339529522	1.0229515374864224	3.3558454136339435	-4.722200157058329	2.1739273837508994	0.0011685661827418072	12	0.6073516944008986	2006.9336071184118	2006-12-07	6	japan_korea	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.000124	0.0	10.605220000000001	7.162206000000001	0.5662986298783316
A/Hanoi/BM061/2007	0.0020447256418421114	3.1644048273435903	2.1410630926446386	-13.324051963375346	9f68af2	0.0020447256418421114	vietnam	-1.000088900581841e-12	0	0.0	2007-03-22	1.3676153339529522	1.6209630965396953	3.3558454136339435	-4.722200157058329	1.0908076433404672	0.0011684146524812053	11	-0.3416353281005056	2007.2217659137577	2007-03-22	6	southeast_asia	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.159451	0.0	9.605222	5.861906000000001	0.7124491249306175
A/Hanoi/Q099/2007	0.0019526118621665878	3.1644048273435903	2.1410630926446386	-13.324051963375346	98a3f76	0.0019526118621665878	vietnam	-9.99866855976916e-13	0	0.0	2007-02-05	0.7542672474990016	0.5568542929301948	2.6199144018721143	-5.556378018937376	-1.0032029502585	0.0017531804003500858	10	-1.29062235060191	2007.0985626283368	2007-02-05	6	southeast_asia	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.032351	0.0	7.895725999999999	5.029672	0.6506076051731751
A/Hubei/Qiaokou14/2007	0.0016346298439317633	3.1644048273435903	2.1410630926446386	-13.324051963375346	9b04f13	0.0016346298439317633	china	-9.99866855976916e-13	0	0.0	2007-01-07	-5.192188810193331	-0.9762831844465786	2.6199144018721143	-5.645767349753932	-1.9127744300020468	0.002339061730282435	7	-1.29062235060191	2007.021902806297	2007-01-08	6	china	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.003975	0.0	9.791452	9.228987999999998	0.08535035815981458
A/Incheon/682/2006	0.0010300039975865774	3.1644048273435903	2.1410630926446386	-13.324051963375346	9b04f13	0.0010300039975865774	south_korea	-1.000088900581841e-12	0	0.0	2006-11-19	-5.192188810193331	-1.398408990837124	2.6199144018721143	-5.652441843929411	-1.8867111891978483	0.0011692847413204562	7	-1.29062235060191	2006.8870636550307	2006-11-20	6	japan_korea	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	1.3000000000000001e-05	0.0	9.791452	8.955113999999998	0.12881101864918001
A/India/34983/2006	0.0030468827806081483	3.1644048273435903	2.1410630926446386	-13.324051963375346	9b04f13	0.0030468827806081483	india	-1.000088900581841e-12	0	0.0	2006-11-08	-5.192188810193331	-1.832260514071852	1.1480523783484546	-7.311765113567957	-1.8798656990153169	0.002340863781628105	8	-0.3416353281005056	2006.8569472963725	2006-11-09	6	south_asia	-9.99866855976916e-13	True	2007-04-01	h3n2	ha	2e-06	0.0	8.62697	9.461322000000003	-0.13318784171050663
A/Japan/7542/2007	0.0012402399611036452	3.1644048273435903	2.1410630926446386	-13.324051963375346	9f68af2	0.0012402399611036452	japan	-1.000088900581841e-12	0	0.0	2007-02-17	1.3676153339529522	2.0577460489854684	2.6199144018721143	-5.5832110276303455	1.2155700424553393	0.0011695647777521685	11	-0.3416353281005056	2007.1341546885694	2007-02-18	6	japan_korea	-9.99866855976916e-13	True	2007-04-01	h3n2	ha	0.06421	0.0	8.634916	5.647670000000001	0.6125263506585218
A/Korea/7210/2007	0.0016569033815702836	3.1644048273435903	2.1410630926446386	-13.324051963375346	9b04f13	0.0016569033815702836	south_korea	-1.000088900581841e-12	0	0.0	2007-01-11	-5.192188810193331	-0.999734618134942	2.6199144018721143	-5.656919498901317	-1.9145985759785733	0.002925687588676094	9	0.6073516944008986	2007.0328542094448	2007-01-12	6	japan_korea	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.005649	0.0	11.791448	11.195986000000001	0.07475930538451746
A/Lyon/1313/2006	0.0012766317792533564	3.1644048273435903	2.1410630926446386	-13.324051963375346	9f68af2	0.0012766317792533564	france	-1.000088900581841e-12	0	0.0	2006-12-19	1.3676153339529522	2.579540448551559	2.6199144018721143	-5.5832110276303455	1.4723417792879223	0.0029237689536089064	12	0.6073516944008986	2006.9691991786447	2006-12-20	6	europe	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.000576	0.0	9.634914	6.756584000000001	0.5119777575337956
A/Lyon/22/2007	0.002064030677759537	3.1644048273435903	2.430360422625421	-13.324218320280785	9f68af2	0.002064030677759537	france	-1.000088900581841e-12	0	0.2336542372229853	2007-01-03	1.3676153339529522	0.10248276521814917	3.3558454136339435	-4.692427802961396	0.360896554902532	0.0011688046501808886	12	0.6073516944008986	2007.0082135523608	2007-01-03	6	europe	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.002501	0.0	10.634912	7.234886000000001	0.5557659060524816
A/Madagascar/2694/2006	0.0005557005282230412	3.1644048273435903	2.1410630926446386	-13.324051963375346	9f68af2	0.0005557005282230412	madagascar	-1.000088900581841e-12	0	0.0	2006-11-14	1.3676153339529522	2.4945290014312413	2.6199144018721143	-5.5832110276303455	2.4541366613258666	0.0005838328674643311	10	-1.29062235060191	2006.8706365503078	2006-11-14	6	africa	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	5e-06	0.0	7.634918	4.776092	0.6767820354322385
A/Malaysia/1674395/2006	0.001509899649374584	3.1644048273435903	2.1410630926446386	-13.324051963375346	3c0baec	0.001509899649374584	malaysia	-1.000088900581841e-12	0	0.0	2006-11-15	-1.1701297034762437	0.5568542929301948	0.41212136658662496	-8.396824761958037	-1.4013140126017674	0.0011697835589547716	9	-1.29062235060191	2006.8733744010958	2006-11-15	6	southeast_asia	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	6e-06	0.0	4.828138000000001	5.569264000000001	-0.20601976993792043
A/Moscow/13/2007	0.001160888878723558	3.1644048273435903	2.1410630926446386	-13.324051963375346	98a3f76	0.001160888878723558	russia	-1.000088900581841e-12	0	0.0	2007-02-18	0.7542672474990016	2.55315758565215	3.3558454136339435	-4.919040174057191	0.9140438405309927	0.0017578319433890106	12	0.6073516944008986	2007.1368925393565	2007-02-19	6	west_asia	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.067176	0.0	8.776769	6.334995999999999	0.47034622841920737
A/Netherlands/69/2007	0.0016116789869138615	3.1644048273435903	2.1410630926446386	-13.324051963375346	3c0baec	0.0016116789869138615	netherlands	-1.000088900581841e-12	0	0.0	2007-02-18	-1.1701297034762437	2.3655461161452407	3.3558454136339435	-4.843656603067151	1.018672058964161	0.002929691675590376	9	-1.29062235060191	2007.1368925393565	2007-02-19	6	europe	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.067176	0.0	4.616564000000001	7.429022	-0.6863528113866978
A/Quebec/26-281106/2006	0.006390538431663893	2.045260152852117	-0.3920925206506447	-15.643956162299547	44989e1	0.006390538431663893	canada	-1.000088900581841e-12	0	0.0	2006-11-28	-1.3031899439805938	-3.4416151509358066	0.41212136658662496	-7.903114485608042	-1.9868414754144823	0.007045414070258736	13	3.4543127619051113	2006.9089664613282	2006-11-28	5	north_america	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	3.9e-05	0.0	15.463790000000003	16.532342000000003	-0.09639716293367052
A/Vietnam/19/2007	0.0007811023841020961	3.1644048273435903	2.1410630926446386	-13.324051963375346	9f68af2	0.0007811023841020961	vietnam	-1.000088900581841e-12	0	0.0	2007-01-10	1.3676153339529522	2.4945290014312413	2.6199144018721143	-5.5832110276303455	1.51046427385543	0.0005839913856127277	10	-1.29062235060191	2007.0273785078714	2007-01-10	6	southeast_asia	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.004749000000000001	0.0	7.634918	4.776092	0.6767820354322385
A/Virginia/UR06-0605/2007	0.0019387708163795397	3.1644048273435903	2.1410630926446386	-13.324051963375346	9f68af2	0.0019387708163795397	usa	-1.000088900581841e-12	0	0.0	2007-03-12	1.3676153339529522	2.298123244291196	4.091776425395773	-3.9237408300313072	1.1626480162946238	0.002927981844119815	10	-1.29062235060191	2007.1971252566727	2007-03-13	6	north_america	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.13806500000000002	0.0	9.605222	5.9046780000000005	0.7019605712297968
A/Vladimir/8/2007	0.0014316623215717	3.1644048273435903	2.1410630926446386	-13.324051963375346	98a3f76	0.0014316623215717	russia	-1.000088900581841e-12	0	0.0	2007-03-14	0.7542672474990016	0.6535914568946948	4.091776425395773	-4.079819721547263	0.7333318853791517	0.0005844513053395719	11	-0.3416353281005056	2007.1998631074607	2007-03-14	6	west_asia	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.140899	0.0	8.895724	6.187525999999999	0.5237493451933634
A/Washington/UR06-0252/2007	0.002037215895665065	3.1644048273435903	2.1410630926446386	-13.324051963375346	3c0baec	0.002037215895665065	usa	-1.000088900581841e-12	0	0.0	2007-02-12	-1.1701297034762437	3.90161502273306	2.6199144018721143	-5.667263745196929	0.12188366608179847	0.0011691746548812961	9	-1.29062235060191	2007.1177275838468	2007-02-12	6	north_america	-9.99866855976916e-13	True	2007-04-01	h3n2	ha	0.047868	0.0	3.6001399999999997	6.601991999999999	-0.8748483800966858
A/Wisconsin/45/2006	0.004391602442436429	3.1644048273435903	2.1410630926446386	-13.324051963375346	9b04f13	0.004391602442436429	usa	-1.000088900581841e-12	0	0.0	2006-12-14	-5.192188810193331	0.6477285984726039	2.6199144018721143	-5.699226630744519	-1.9008177151501893	0.006464766658516373	8	0.6073516944008986	2006.9555099247088	2006-12-15	6	north_america	-1.000088900581841e-12	True	2007-04-01	h3n2	ha	0.00032599999999999996	0.0	10.536962999999998	11.347158000000002	-0.10687189820498755
A/Argentina/3726/2007	0.0008617637191158518	3.1644105640174067	2.141063092644638	-14.830889289520115	91769ce	0.0008617637191158518	argentina	-1.000088900581841e-12	0	0.0	2007-05-01	-0.07583664389120907	0.5568542929301948	1.8839833901102845	-7.391249480167338	-0.17179842435972278	0.0011682458159949607	9	-1.29062235060191	2007.3312799452426	2007-05-01	6	south_america	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	1e-06	0.0	3.785507999999999	3.9712	-0.06908810348662903
A/Bangladesh/1695/2007	0.0031886687157457808	3.1644105640174067	2.141063092644638	-14.830889289520115	98a3f76	0.0031886687157457808	bangladesh	-9.99866855976916e-13	0	0.0	2007-06-05	-1.984735009878776	0.7503286208591949	4.091776425395773	-4.981430425206357	-1.9101560519276937	0.002338391682952301	11	-0.3416353281005056	2007.4298425735801	2007-06-06	6	south_asia	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	0.00011	0.0	9.296945	9.27787	0.002963089277473778
A/Bangladesh/9745/2007	0.0006546727339596034	3.1644105640174067	2.141063092644638	-14.830889289520115	91769ce	0.0006546727339596034	bangladesh	-1.000088900581841e-12	0	0.0	2007-05-02	-0.07583664389120907	0.5568542929301948	1.8839833901102845	-7.391249480167338	-0.18176522586068428	1.492148753208106e-17	9	-1.29062235060191	2007.33401779603	2007-05-02	6	south_asia	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	1e-06	0.0	3.785507999999999	3.9712	-0.06908810348662903
A/BritishColumbia/1287/2007	0.007530704581961867	3.1644105640174067	2.141063092644638	-14.830889289520115	3c0baec	0.007530704581961867	canada	-1.000088900581841e-12	0	0.0	2007-09-27	0.29544822739324256	1.2750544496363316	4.091776425395773	-4.813021893451662	-0.14642822113056836	0.005861915604486528	11	0.6073516944008986	2007.7392197125257	2007-09-27	7	north_america	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	0.175894	0.0	9.43242	7.523809999999999	0.3261645423248249
A/Cambodia/384/2007	0.0012521640637497347	3.1644105640174067	2.141063092644638	-14.830889289520115	91769ce	0.0012521640637497347	cambodia	-1.000088900581841e-12	0	0.0	2007-08-14	-0.07583664389120907	-1.937791965669488	3.3558454136339435	-4.8152474819817765	0.6638980825510419	0.0017547885430444954	11	0.6073516944008986	2007.621492128679	2007-08-15	6	southeast_asia	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	0.053962	0.0	7.504720999999999	6.358428999999999	0.23912808068151717
A/Cheongju/H380/2007	0.0034055385607105197	3.1644105640174067	2.141063092644638	-14.830889289520115	91769ce	0.0034055385607105197	south_korea	-1.000088900581841e-12	0	0.0	2007-09-19	-0.07583664389120907	-0.4515573556694419	3.3558454136339435	-5.505496368870057	0.4804839325459066	0.00645468778674522	12	1.5563387169023029	2007.7173169062287	2007-09-19	7	japan_korea	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	0.164232	0.0	6.617172999999999	6.305503999999998	0.06960330798340235
A/Georgia/5/2007	0.0019684030072743067	3.1644105640174067	2.141063092644638	-14.830889289520115	91769ce	0.0019684030072743067	usa	-1.000088900581841e-12	0	0.0	2007-08-03	-0.07583664389120907	0.6917000366382858	2.6199144018721143	-6.375511396502255	-0.906120490899234	0.0005839597924531824	9	-1.29062235060191	2007.5886379192334	2007-08-03	6	north_america	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	0.027168	0.0	4.785508	4.916865	-0.03906666387393937
A/Hanoi/Q464/2007	0.00208836353661962	3.1644105640174067	2.141063092644638	-14.830889289520115	91769ce	0.00208836353661962	vietnam	-1.000088900581841e-12	0	0.0	2007-06-29	-0.07583664389120907	-0.9645574676023968	1.8839833901102845	-7.391249480167338	-0.6756821920683428	0.0011686215396330155	10	-0.3416353281005056	2007.4928131416839	2007-06-29	6	southeast_asia	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	0.00151	0.0	4.785508	4.968181	-0.05404565411414517
A/Hanoi/Q499/2007	0.0029133666834659307	3.1644105640174067	2.141063092644638	-14.830889289520115	91769ce	0.0029133666834659307	vietnam	-1.000088900581841e-12	0	0.0	2007-07-12	-0.07583664389120907	0.5568542929301948	1.8839833901102845	-7.391249480167338	-0.21106775038623388	0.001754371894345381	9	-1.29062235060191	2007.5284052019165	2007-07-12	6	southeast_asia	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	0.005155	0.0	3.785507999999999	3.9712	-0.06908810348662903
A/HongKong/2571/2007	0.002299274531332815	3.1644105640174067	2.141063092644638	-14.830889289520115	91769ce	0.002299274531332815	hong_kong	-1.000088900581841e-12	0	0.0	2007-05-28	-0.07583664389120907	-2.3130149046833064	1.8839833901102845	-7.391249480167338	0.3840090220395404	0.002928091278159438	12	1.5563387169023029	2007.405201916496	2007-05-28	6	china	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	3.4e-05	0.0	6.785507999999999	6.970999000000001	-0.038908592988621024
A/HongKong/2657/2007	0.0024721078343692346	3.1644105640174067	2.141063092644638	-14.830889289520115	91769ce	0.0024721078343692346	hong_kong	-1.000088900581841e-12	0	0.0	2007-06-08	-0.07583664389120907	0.19921992918264925	2.6199144018721143	-6.377097405579545	-0.5146670975077612	0.0017542771183531199	9	-1.29062235060191	2007.435318275154	2007-06-08	6	china	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	0.00014099999999999998	0.0	4.4936739999999995	4.970916999999999	-0.14561654868742582
A/HunanFurong/1217/2007	0.002335242930315007	3.1644105640174067	2.141063092644638	-14.830889289520115	91769ce	0.002335242930315007	china	-1.000088900581841e-12	0	0.0	2007-07-16	-0.07583664389120907	-1.4482432874248967	3.3558454136339435	-5.505496368870057	-0.39025598075177054	0.002343957824068982	10	-0.3416353281005056	2007.542094455852	2007-07-17	6	china	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	0.007873999999999999	0.0	5.785350999999999	5.853408999999999	-0.016872597808995558
A/Kenya/242/2007	0.003350562155545106	3.1644105640174067	2.141063092644638	-14.830889289520115	8dd9dae	0.003350562155545106	kenya	-1.000088900581841e-12	0	0.0	2007-08-20	-0.7782414909284424	0.35165424815701296	1.8839833901102845	-7.0788001007309935	-1.140851652426856	0.004096959435149169	9	0.6073516944008986	2007.6351813826147	2007-08-20	6	africa	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	0.0686	0.0	7.785487999999998	7.422393999999999	0.06890288622627469
A/Managua/15/2007	0.0009602251639930988	3.1644105640174067	2.141063092644638	-14.830889289520115	91769ce	0.0009602251639930988	nicaragua	-1.000088900581841e-12	0	0.0	2007-06-20	-0.07583664389120907	0.5421971468749676	1.8839833901102845	-7.391249480167338	0.7250795453927483	0.0005839864329494921	10	-0.3416353281005056	2007.4709103353864	2007-06-21	6	north_america	-1.000088900581841e-12	True	2007-10-01	h3n2	ha	0.000648	0.0	4.785508	4.969905	-0.054546194414448655
